province,trueName
山西省,山西省晋中市榆社县城区惠民社区－全国示范性老年友好型社区
山西省,山西省临汾市尧都区铁路东街道三元社区－全国先进基层党组织
山西省,山西省吕梁市孝义市崇文街道留义社区－全国民主法治示范村（社区）、全国科普示范社区
山西省,山西省吕梁市孝义市中阳楼街道西关社区－全国综合减灾示范社区、全国示范性老年友好型社区
山西省,山西省太原市古交市桃园街道桃园路社区－全国示范性老年友好型社区
内蒙古自治区,内蒙古自治区鄂尔多斯市伊金霍洛旗阿勒腾席热镇西苑社区－全国示范性老年友好型社区
内蒙古自治区,内蒙古自治区鄂尔多斯市伊金霍洛旗阿勒腾席热镇新北社区－全国先进基层群众性自治组织
内蒙古自治区,内蒙古自治区兴安盟科尔沁右翼前旗党群服务中心－全国先进基层群众性自治组织
内蒙古自治区,内蒙古自治区锡林郭勒盟锡林浩特市希日塔拉街道花园社区－国家级充分就业社区
内蒙古自治区,内蒙古自治区锡林浩特市楚古兰街道爱民社区－全国先进基层群众性自治组织
内蒙古自治区,内蒙古自治区锡林浩特市巴彦查干街道达布希勒特社区－全国民族团结进步模范集体
辽宁省,辽宁省辽阳市白塔区武圣街道惠民社区－全国示范性老年友好型社区
辽宁省,辽宁省辽阳市宏伟区工农街道荟萃湖社区－国家级充分就业社区
辽宁省,辽宁省辽阳市宏伟区工农街道龙鼎山庄社区－国家级充分就业社区
辽宁省,辽宁省辽阳市文圣区千山水泥社区－全国新时代“枫桥经验”先进典型
辽宁省,辽宁省沈阳市大东区大北街道北海社区－全国红十字模范单位
辽宁省,辽宁省沈阳市大东区大北街道北苑社区－国家级充分就业社区
辽宁省,辽宁省沈阳市大东区津桥街道河畔社区－全国民主法治示范村（社区）、全国示范性老年友好型社区
辽宁省,辽宁省沈阳市和平区南湖街道文安路社区－全国和谐社区建设示范社区、全国创先争优先进基层党组织、全国文明单位、全国示范性老年友好型社区
辽宁省,辽宁省沈阳市沈河区风雨坛街道永环社区－全国综合减灾示范社区
黑龙江省,黑龙江省哈尔滨市南岗区荣市街道龙泰社区－全国先进基层党组织、全国先进基层群众性自治组织
上海市,上海市浦东新区塘桥街道南城居民区党总支－全国先进基层党组织
江苏省,江苏省常州市天宁区雕庄街道采菱社区－全国先进基层群众性自治组织
江苏省,江苏省南京市新街口商业街区党组织－全国先进基层党组织
江苏省,江苏宿迁市泗阳县众兴街道红光社区－全国综合减灾示范社区
江苏省,江苏省宿城区项里街道项里社区－全国科普示范社区、全国和谐社区建设示范社区、全国综合减灾示范社区、全国文明单位、全国示范性老年友好型社区
江苏省,江苏省宿迁市宿豫区振友社区－全国先进基层群众性自治组织
江苏省,江苏省无锡市水秀社区－全国先进基层群众性自治组织
江苏省,江苏省盐城市响水助力微梦公益协会党支部－全国先进基层党组织
江苏省,江苏省镇江市京口区正东路街道京口区路社区－全国先进基层党组织
